lens_id,survey,ra_deg,dec_deg,z_lens,z_source,einstein_radius_arcsec,lens_mass_Msun,velocity_dispersion_km_s,lens_type,reference
HSC-0147,HSC-SSP,32.44889946091769,-5.275774992113234,0.14388116764850217,0.7022665741240954,1.1698208839050543,107042790500.07675,191.31499980307106,candidate,HSC-SSP-simulated
HSC-0148,HSC-SSP,49.761233265026284,-0.021651402562332223,0.7559441202852911,1.903844434228481,1.0114662830437486,129155919942.49939,226.00156633591305,candidate,HSC-SSP-simulated
HSC-0149,HSC-SSP,35.98627352787435,2.162738909175495,0.2033980133858422,0.35705511690356906,0.8650604079660065,192954523807.88928,298.6993381645016,candidate,HSC-SSP-simulated
HSC-0150,HSC-SSP,40.378049776408886,-1.5475348441847672,0.29603249875311155,2.0044688172164093,1.3821002327477947,164319696603.1249,218.07457652496464,candidate,HSC-SSP-simulated
HSC-0151,HSC-SSP,57.02105592033776,-0.939348877518535,0.3987925523023378,0.5725458069859103,1.557313318707313,325181193103.5699,289.0045677073726,candidate,HSC-SSP-simulated
HSC-0152,HSC-SSP,51.99339067245843,-4.421187778472882,0.3583907014415911,1.3715674444119081,0.9923630892289043,192613388127.5998,278.63645096296824,candidate,HSC-SSP-simulated
HSC-0153,HSC-SSP,37.41693223209531,4.448998815270137,0.43119239411852417,1.0517820543803271,0.7146938795986739,121122306100.01227,260.3646562405542,candidate,HSC-SSP-simulated
HSC-0154,HSC-SSP,39.75570192674085,3.2816775082392073,0.07803529911870065,0.8814469707336992,1.1538593129899557,38310284349.92184,115.24212386600072,candidate,HSC-SSP-simulated
HSC-0155,HSC-SSP,54.866500976478285,-0.8293497160583287,0.3025214445896878,2.5284569442603106,1.290547468634426,222069650091.19403,262.3539504992517,candidate,HSC-SSP-simulated
HSC-0156,HSC-SSP,44.23892627249442,4.130045387630366,0.5693240282356381,2.2603039094125412,1.0742650439399222,111389872218.78627,203.65596101601741,candidate,HSC-SSP-simulated
HSC-0157,HSC-SSP,31.712605682679445,0.3740343360123841,0.15776687462128017,1.559118562566064,0.9760758562392744,88612579208.33452,190.5618231896602,candidate,HSC-SSP-simulated
HSC-0158,HSC-SSP,34.45029602886267,5.839561475506162,0.25180366042592073,1.8276032728465856,1.1095411403335986,36654898762.967545,114.95405692740411,candidate,HSC-SSP-simulated
HSC-0159,HSC-SSP,50.005927726383135,-4.324184942924245,0.8,2.5728620892406653,0.732002186401743,100056916961.31078,233.8284576297464,candidate,HSC-SSP-simulated
HSC-0160,HSC-SSP,43.312506579137136,4.417707052530064,0.14397557665596777,1.6745528831898702,1.1603301380472932,138435673511.42188,218.455618221421,candidate,HSC-SSP-simulated
HSC-0161,HSC-SSP,48.53541720603641,4.426859813744619,0.8,2.570026743207544,1.4277632968479792,97791022773.0625,165.52034508526737,candidate,HSC-SSP-simulated
HSC-0162,HSC-SSP,49.53698931124477,-4.720883636304111,0.7175699520565851,1.5101839972070898,1.103656461322344,155017438159.59317,237.03000095499291,candidate,HSC-SSP-simulated
HSC-0163,HSC-SSP,52.153476277539795,4.542186735616175,0.6436300860405232,2.5047103045126478,0.6919217937653355,113429406982.43481,256.0733136892537,candidate,HSC-SSP-simulated
HSC-0164,HSC-SSP,43.06749944438799,3.81401059410026,0.39433447209295974,1.120868368930053,1.0046846531120275,61202519371.32081,156.0988708281812,candidate,HSC-SSP-simulated
HSC-0165,HSC-SSP,50.864016200695865,-1.3373027847558507,0.05,0.5351886283037336,0.6723831494807999,87754831733.94263,228.48468961760096,candidate,HSC-SSP-simulated
HSC-0166,HSC-SSP,50.04638395665049,1.4338841521153736,0.13745448582187156,1.7787325436016017,0.9071482284406308,88271125629.21806,197.2877862423369,candidate,HSC-SSP-simulated
HSC-0167,HSC-SSP,40.23743482878469,-1.4376525745697153,0.2461593642158484,1.9291718677800413,2.0790804859387757,335331336972.8357,253.9986537758378,candidate,HSC-SSP-simulated
HSC-0168,HSC-SSP,51.54369228679484,5.466284351459215,0.37881734019752045,1.8043026521761116,1.088017711431843,120589022545.26196,210.55516561077624,candidate,HSC-SSP-simulated
HSC-0169,HSC-SSP,33.0426248534765,-0.16953888976409281,0.373124715031732,0.7173516266530656,0.7181500164740553,27781771097.429703,124.394841945757,candidate,HSC-SSP-simulated
HSC-0170,HSC-SSP,48.31001349932755,2.5938080906783227,0.3349904571321392,0.6814072703447536,0.9348305977371213,68770762172.16281,171.5400194843117,candidate,HSC-SSP-simulated
HSC-0171,HSC-SSP,45.754901510011805,2.5085551406691913,0.3726100427420276,1.523830800612017,1.0694818086859823,222086686685.1646,288.2070214986922,candidate,HSC-SSP-simulated
HSC-0172,HSC-SSP,31.302375985644574,1.5978165071282682,0.2744385150595642,1.5099650385655576,0.8101000614085513,70711151160.84456,186.8549541224526,candidate,HSC-SSP-simulated
HSC-0173,HSC-SSP,48.32942966552975,-1.067658362319543,0.07820497863791184,0.5395175005002,0.9153169287250524,182474096236.4636,282.3871036336867,candidate,HSC-SSP-simulated
HSC-0174,HSC-SSP,50.02649697874411,-4.853576233983982,0.12061753231914743,3.0,1.2094105162898796,175157880072.7122,240.6899548725749,candidate,HSC-SSP-simulated
HSC-0175,HSC-SSP,36.50219400272327,-4.851425333758059,0.2585803892029723,1.0005803694659379,0.8459901728141119,48549757969.424866,151.5098510210461,candidate,HSC-SSP-simulated
HSC-0176,HSC-SSP,47.83429005558519,-0.03879769368996744,0.12442993220564111,2.5267626989767877,1.1861288340885956,269411119534.8155,301.4198311564269,candidate,HSC-SSP-simulated
HSC-0177,HSC-SSP,38.224819996794174,-5.046967572132161,0.15342866006612357,0.4883723823584648,1.0102774948343516,83203261639.2197,181.5013384470679,candidate,HSC-SSP-simulated
HSC-0178,HSC-SSP,32.02837690776645,3.604278093868338,0.2980602265346753,0.47650723873783796,0.5498439915215273,78323957420.64325,238.70282849237861,candidate,HSC-SSP-simulated
HSC-0179,HSC-SSP,39.990057391745935,2.0338434623782824,0.7339024593844865,1.868029539186277,1.1823430127022052,148048737566.24292,223.80026957062057,candidate,HSC-SSP-simulated
HSC-0180,HSC-SSP,35.25908827072979,2.280058689847989,0.2842516415918698,0.4976052005149246,0.8019901261084136,159222840417.01306,281.8046587605219,candidate,HSC-SSP-simulated
HSC-0181,HSC-SSP,49.94735173461654,3.54539952947675,0.19359716638013194,2.0808569887721498,1.0434317850418238,86921077662.22484,182.5410379685435,candidate,HSC-SSP-simulated
HSC-0182,HSC-SSP,52.65811261490424,-4.4674381963771825,0.2962256462423568,1.6753039076758118,1.3324384638799753,92312519821.30942,166.4702830882199,candidate,HSC-SSP-simulated
HSC-0183,HSC-SSP,40.80409222414557,-4.9482870388339375,0.11425270661597717,0.23545558512612663,1.164622963404936,312830600125.5137,327.7871581603395,candidate,HSC-SSP-simulated
HSC-0184,HSC-SSP,45.470382830894934,5.032703678573007,0.08867113810580028,0.9759489623338208,0.9707688467243852,149773894657.7285,248.42205031280773,candidate,HSC-SSP-simulated
HSC-0185,HSC-SSP,39.14037417294122,-5.028968603384974,0.3850141866831548,1.6148521471621144,0.763730428361975,94546337956.84152,222.5267907797003,candidate,HSC-SSP-simulated
HSC-0186,HSC-SSP,54.674416909030825,-4.409703927097819,0.28449144119812586,1.1017741087142663,1.2780428569210354,112303242643.92148,187.47934826450032,candidate,HSC-SSP-simulated
HSC-0187,HSC-SSP,45.07698229390327,-1.2160436667322427,0.367242927291652,0.8658072490162493,0.9454527261705015,142326594108.79306,245.387883515575,candidate,HSC-SSP-simulated
HSC-0188,HSC-SSP,42.974936349903956,-2.258206402976885,0.26060122692401316,0.6227657061788333,0.9576946711211837,146076651055.73148,247.00563558415632,candidate,HSC-SSP-simulated
HSC-0189,HSC-SSP,49.506032771944604,-4.175701762456223,0.0748076871016829,0.777817731432016,1.5639549557781027,143860286981.50208,191.81754862868286,candidate,HSC-SSP-simulated
HSC-0190,HSC-SSP,33.641548182672864,-2.3606982291888534,0.17856813040775113,0.7856089284229419,1.0524543015876213,54018824407.85321,143.28506868077707,candidate,HSC-SSP-simulated
HSC-0191,HSC-SSP,48.716875088749156,0.32449756693981957,0.47158818802074265,0.69736507006423,0.9347935085372925,183730890337.32806,280.3904654230501,candidate,HSC-SSP-simulated
HSC-0192,HSC-SSP,52.00843141684206,3.2316587236960785,0.19355771892506693,0.7074006812556742,0.4596395481507667,79575740242.30215,263.1550113085315,candidate,HSC-SSP-simulated
HSC-0193,HSC-SSP,34.113291171869975,0.42372157743109984,0.12531185486969623,0.9488017368285276,1.1898026462474245,44266822692.598145,121.99209958530841,candidate,HSC-SSP-simulated
HSC-0194,HSC-SSP,55.330712482188474,-4.8230090305890645,0.8,1.3786962680718369,0.7668678292222816,21082538249.395283,104.86515052276418,candidate,HSC-SSP-simulated
HSC-0195,HSC-SSP,41.83428835710106,-0.48663877912816034,0.17335638622914576,0.6451184735335611,1.3661156300596151,66980960317.14781,140.04317567764934,candidate,HSC-SSP-simulated
HSC-0196,HSC-SSP,55.22614738277768,-5.5388838124521005,0.17922006294787748,3.0,0.8338393868360388,113975737361.04495,233.82718334463334,candidate,HSC-SSP-simulated
HSC-0197,HSC-SSP,48.41800754280185,-5.20017551327172,0.43898147995564224,1.6058839214175638,0.81602147176589,88728992949.15775,208.55085692548766,candidate,HSC-SSP-simulated
HSC-0198,HSC-SSP,32.54376048137409,2.595880656752186,0.2678452477626544,0.4990028459419555,0.74715380990803,120521029055.0683,254.01326896477403,candidate,HSC-SSP-simulated
HSC-0199,HSC-SSP,35.55586703602404,-3.910687975990988,0.5479157791067757,2.4048453009822546,1.2407127255936852,194414735676.28342,250.35655503918093,candidate,HSC-SSP-simulated
HSC-0200,HSC-SSP,41.458189189586875,-3.5317528536533387,0.5995616487062988,2.617867074958579,1.1815994689715503,107575447432.85278,190.8321013886326,candidate,HSC-SSP-simulated
HSC-0201,HSC-SSP,59.05466332783151,3.584570299854896,0.25754801132158595,1.1282275662450365,1.083913045703166,179382667202.25818,257.29006255302016,candidate,HSC-SSP-simulated
HSC-0202,HSC-SSP,49.69435821994508,-4.4628510436056,0.3834242852034106,0.7079135337204094,0.554378852423743,85910872292.501,248.97212864336308,candidate,HSC-SSP-simulated
HSC-0203,HSC-SSP,37.220781354975145,-4.541983484388983,0.2797064714756565,1.3276364863824255,1.2772651157467418,176652176018.2133,235.20630853349047,candidate,HSC-SSP-simulated
HSC-0204,HSC-SSP,55.395430160708344,5.027118403674653,0.3051070196860895,0.9879981716477348,1.6196396282585592,283125945075.86273,264.42994401654374,candidate,HSC-SSP-simulated
HSC-0205,HSC-SSP,49.68485513043214,-3.8708547663635176,0.4209010705106068,1.5397728374018746,0.8224997764486933,100906034999.75137,221.52394251328323,candidate,HSC-SSP-simulated
HSC-0206,HSC-SSP,55.221090840336004,2.793618537195007,0.05809077008141789,1.0566901309633365,2.182574043708831,526289259317.8891,310.5687514332491,candidate,HSC-SSP-simulated
HSC-0207,HSC-SSP,56.199687475824234,1.635496247750977,0.39123368867570824,1.1383510055709043,0.6926091258456857,118335457848.23022,261.42272578475536,candidate,HSC-SSP-simulated
HSC-0208,HSC-SSP,59.7542985404809,-4.80986280495341,0.1100578079945785,0.6220264327335231,1.1931221434573194,195468707742.1518,255.99186454356953,candidate,HSC-SSP-simulated
HSC-0209,HSC-SSP,35.640742038462484,-1.7353851757711265,0.6477574921071699,1.3975420224861357,1.0044161811323227,54636136486.778946,147.50717172595472,candidate,HSC-SSP-simulated
HSC-0210,HSC-SSP,34.46664150997334,-2.3327494141174214,0.09113341298516983,2.61016527900761,0.8870172443241356,40449181848.61626,135.05754000981773,candidate,HSC-SSP-simulated
HSC-0211,HSC-SSP,42.378655225458715,2.347417757961683,0.6516711993633147,0.8371962956516814,1.4604947249500617,191567876185.7138,229.05582551055303,candidate,HSC-SSP-simulated
HSC-0212,HSC-SSP,44.42918669658371,1.7079063108627288,0.12056809325679213,2.398284742518398,1.8254524360017084,414972193382.7546,301.54645906314704,candidate,HSC-SSP-simulated
HSC-0213,HSC-SSP,54.14966999042309,-2.762151358461428,0.48471788639093916,0.8936239817977194,0.9989881750171733,189964940685.5035,275.7951026682681,candidate,HSC-SSP-simulated
HSC-0214,HSC-SSP,51.23042804222747,3.4633795760688777,0.14416975449543018,0.43644183300596523,0.9435576273334202,74602355079.50102,177.83696978531287,candidate,HSC-SSP-simulated
HSC-0215,HSC-SSP,36.61835858133634,1.1787035287648653,0.22471421289665913,0.5563536403226427,1.7440810009380951,178829797120.90338,202.5193906611098,candidate,HSC-SSP-simulated
HSC-0216,HSC-SSP,42.297146690888646,4.077627427627407,0.3041712880030779,3.0,1.5887905374100595,88725711463.05814,149.45877509560626,candidate,HSC-SSP-simulated
HSC-0217,HSC-SSP,30.785901255961942,-5.709698833303737,0.08456225909990979,1.0121855427604312,0.588292027084668,108529206096.76663,271.6481973576403,candidate,HSC-SSP-simulated
HSC-0218,HSC-SSP,55.25800700375426,-3.766782985844672,0.2141173227791728,0.4974209017887343,0.42245233125400056,56007533968.56347,230.2843187480342,candidate,HSC-SSP-simulated
HSC-0219,HSC-SSP,44.893834570658996,-0.7577915686178454,0.18364080021298854,0.6855583654432823,1.1510013202930158,165420419498.904,239.7654731229242,candidate,HSC-SSP-simulated
HSC-0220,HSC-SSP,49.708654688014185,5.479375453001495,0.1545843394460478,0.9249258901194313,0.940727163058703,132937909748.41188,237.75112272107583,candidate,HSC-SSP-simulated
HSC-0221,HSC-SSP,37.48638599548518,-2.736603286456428,0.2095796625322701,2.425500328549172,0.9218828904920449,86468417176.02539,193.69609838940207,candidate,HSC-SSP-simulated
HSC-0222,HSC-SSP,31.879596103660635,4.877249440132932,0.2472949436051863,0.3472949436051863,1.3037094430223537,175962707757.85016,232.35386889031517,candidate,HSC-SSP-simulated
HSC-0223,HSC-SSP,46.805045503855254,5.241869544397101,0.2672957885479098,0.4442107384897795,0.8532388122520366,57708120933.64242,164.48002413519896,candidate,HSC-SSP-simulated
HSC-0224,HSC-SSP,46.9599076371483,-0.4328101597399652,0.3766720837652704,0.5417800421189845,1.4182472898865512,139933664717.54132,198.6621441558823,candidate,HSC-SSP-simulated
HSC-0225,HSC-SSP,37.52899984020894,4.207392694093654,0.15906881496060485,0.49363823693084286,1.0186762139795742,107257575476.26907,205.22293799267254,candidate,HSC-SSP-simulated
HSC-0226,HSC-SSP,51.23505291689306,0.5224586081117533,0.28067097987595746,0.595843817594012,0.4162766794159939,40626779820.842636,197.58098904730588,candidate,HSC-SSP-simulated
HSC-0227,HSC-SSP,42.35296624753526,1.81168160581145,0.8,1.6468278059353327,0.8038031465602691,70750767173.32509,187.63796810059767,candidate,HSC-SSP-simulated
HSC-0228,HSC-SSP,53.588345981520995,-3.5836346143683073,0.2387700614097576,0.797720277801456,0.7512636808792169,40969036063.19387,147.6935983719919,candidate,HSC-SSP-simulated
HSC-0229,HSC-SSP,56.33490234456123,4.554982259418351,0.2688503403162299,0.9276561709835373,0.6256543339313986,73618180899.61086,216.9478287265002,candidate,HSC-SSP-simulated
HSC-0230,HSC-SSP,57.27660617584681,0.4644215754325707,0.13286131552914948,1.1742968604468969,0.7980872792426367,162600709860.13766,285.4736448175356,candidate,HSC-SSP-simulated
HSC-0231,HSC-SSP,58.93429961702435,-3.554802490467731,0.15532981899925338,1.7339949213961692,0.8183679510057298,159721756591.32144,279.4072867353492,candidate,HSC-SSP-simulated
HSC-0232,HSC-SSP,41.879114179873646,4.981080820884518,0.36901007367892974,1.5560318424592894,0.7757639474559473,132814372141.47824,261.69036695796825,candidate,HSC-SSP-simulated
HSC-0233,HSC-SSP,57.18429764297299,-2.677146151466293,0.17597739950064004,0.8113550741702364,0.8859501988120393,122211498130.08154,234.89911181887257,candidate,HSC-SSP-simulated
HSC-0234,HSC-SSP,34.563128496668185,-0.7161189795798126,0.42819317776198434,1.2772580706198686,1.527551560962155,207773247048.5245,233.2528022420156,candidate,HSC-SSP-simulated
HSC-0235,HSC-SSP,50.03759996410881,1.6160552790472975,0.24138157115006018,0.9596569454285221,1.3440924120513664,165063338714.6935,221.6362245770354,candidate,HSC-SSP-simulated
HSC-0236,HSC-SSP,45.82198866368029,2.632243468429902,0.20179252992274696,1.1670032906619363,0.8994697213142615,122653957539.14122,233.54872694230963,candidate,HSC-SSP-simulated
HSC-0237,HSC-SSP,46.22381264956633,2.5229135834797383,0.31365450182770543,2.319089750817878,0.965199408461857,111999468462.48149,215.44154402219064,candidate,HSC-SSP-simulated
HSC-0238,HSC-SSP,54.84747757311655,-1.9775034315495272,0.05,1.5522457122271858,1.1782379626338,108287733543.59549,191.7357611800459,candidate,HSC-SSP-simulated
HSC-0239,HSC-SSP,40.438242347465,-0.5957882531350478,0.17860256096488278,2.0703864626193256,1.5783733881643174,182144383772.82687,214.8488399301392,candidate,HSC-SSP-simulated
HSC-0240,HSC-SSP,59.37314814045463,1.6097056595488421,0.5702065225741481,0.8506512898724773,1.4280413449414164,142656602786.8222,199.89666277416646,candidate,HSC-SSP-simulated
HSC-0241,HSC-SSP,55.111233757288204,-2.648686938547075,0.3658861811536039,1.2834881029229153,1.789039170925352,329525304028.2954,271.4341305348196,candidate,HSC-SSP-simulated
HSC-0242,HSC-SSP,58.14914455345448,4.454453787156623,0.07187952453226136,1.3857370455999527,1.3950216747207684,190369057889.35617,233.63488967649675,candidate,HSC-SSP-simulated
HSC-0243,HSC-SSP,46.813218929413196,-4.668126369438227,0.39827959688114617,2.169965140472527,0.9645299939571544,130511885724.58678,232.646840713254,candidate,HSC-SSP-simulated
HSC-0244,HSC-SSP,33.32161779978947,-0.9294188602566642,0.23791389365029622,1.3044329292208372,1.0588145189611557,104024971142.82602,198.23888835996857,candidate,HSC-SSP-simulated
HSC-0245,HSC-SSP,57.32310484931746,3.0475428431614073,0.4253392764168554,0.7889488357081507,1.3851308820540593,221597843343.00558,252.96902930934758,candidate,HSC-SSP-simulated
HSC-0246,HSC-SSP,33.37741171235811,2.444231729529548,0.18237890585050706,0.8796283364226459,0.9005090730610735,35593852437.07205,125.73999739894414,candidate,HSC-SSP-simulated
HSC-0247,HSC-SSP,47.95072452893277,-2.4331463074965938,0.19690486977131152,1.8064836676976923,1.6706019519884987,275242995154.5461,256.71523377807483,candidate,HSC-SSP-simulated
HSC-0248,HSC-SSP,31.0401080017945,0.9936820210018755,0.14416093551095674,1.0235355610850159,1.4170305084431591,199615712075.9849,237.37651880790372,candidate,HSC-SSP-simulated
HSC-0249,HSC-SSP,33.447989911787005,-4.873712582119726,0.5497783011763605,2.1844040459308425,1.1622156785592441,185487231250.28912,252.6641586624769,candidate,HSC-SSP-simulated
HSC-0250,HSC-SSP,42.9128223096297,-2.1966409465065686,0.8,2.0087841644626288,1.5099817483206088,399368072721.8688,325.26012006040054,candidate,HSC-SSP-simulated
HSC-0251,HSC-SSP,48.93922659275966,1.1003659476759058,0.09046837956682684,0.9734484468599167,0.6184185758646272,66355785912.34236,207.17060349089132,candidate,HSC-SSP-simulated
HSC-0252,HSC-SSP,49.566727786364176,5.406372631034442,0.05,0.9117966427532147,1.662820591798535,191665765178.18994,214.72349739988462,candidate,HSC-SSP-simulated
